date,real_price,random_walk_constante,rf_recursivo_desde_2009,xgboost_recursivo_desde_2009,rf_recursivo_desde_2018,xgboost_recursivo_desde_2018,rf_recursivo_desde_2024,xgboost_recursivo_desde_2024
2025-09-03,3529.29,2613.165,2724.939651646526,3184.1461752286614,2793.2286274653984,3190.3929877249584,3805.792478550914,3097.1470125402275
2025-09-04,3572.8283,2613.165,2725.6153963349193,3187.9746171255,2794.3383936786995,3195.3706745382347,3813.8111839994876,3100.5418864907456
2025-09-05,3545.9633,2613.165,2726.2913085979903,3191.807662129907,2795.4486008086647,3197.1606075997934,3822.2207521800547,3104.5344503890556
2025-09-08,3594.7967,2613.165,2726.967388477295,3195.645315776405,2796.5592490304725,3200.261872537199,3831.0851108891843,3113.659743398723
2025-09-09,3635.3067,2613.165,2727.6436360144003,3199.4875836061715,2797.6703385193714,3202.436427919148,3839.7166467850425,3116.395319111505
2025-09-10,3643.795,2613.165,2728.320051250882,3203.334471167046,2798.7818694506796,3204.872439572876,3847.9911040098796,3118.143613509305
2025-09-11,3644.85,2613.165,2728.9966342283274,3207.185984013539,2799.893841999785,3207.746605985576,3855.747118171504,3119.50333485261
2025-09-12,3634.9367,2613.165,2729.6733849883335,3211.042127706838,2801.0062563421443,3210.0665854933222,3863.8710767423026,3116.9264355197456
2025-09-15,3649.3633,2613.165,2730.3503035725084,3214.248343668017,2802.119112653285,3214.2824582069334,3872.391028489549,3110.4979620160457
2025-09-16,3681.11,2613.165,2731.0273900224697,3218.112978753389,2803.2324111088037,3218.5567455286555,3881.3717403228384,3106.2726931422144
2025-09-17,3687.9817,2613.165,2731.704644379846,3221.9822604630253,2804.346151884367,3222.622238549145,3890.1165733223825,3104.781694039749
2025-09-22,3678.7717,2613.165,2732.3820666862753,3225.85619438377,2805.460335155711,3226.436627802589,3898.499640654327,3104.952688934569
2025-09-23,3743.4033,2613.165,2733.059656983407,3229.7347861091853,2806.5749610986427,3230.5328437762164,3906.357459865628,3104.581624382422
2025-09-24,3780.37,2613.165,2733.7374153129,3233.6180412395593,2807.6900298890378,3234.4721291092524,3914.588053105811,3105.0967965803766
2025-09-25,3734.64,2613.165,2734.4153417164234,3237.505965381913,2808.8055417028418,3239.2351880352253,3923.2198373088518,3104.2254484545433
2025-09-26,3740.3167,2613.165,2735.093436235658,3241.3985641500094,2809.9214967160706,3242.960733572001,3932.3184295115243,3104.238770344915
2025-09-29,3780.8267,2613.165,2735.7716989122932,3245.2958431643606,2811.03789510481,3247.8990475819833,3941.178046746808,3103.6437233546735
2025-09-30,3828.2017,2613.165,2736.45012978803,3249.1978080522367,2812.1547370452163,3251.634557694158,3949.671149796633,3104.3071031664344
2025-10-01,3845.9767,2613.165,2737.1287289045795,3253.1044644476738,2813.2720227135146,3256.7077942896817,3957.632110345544,3104.1983048666057
2025-10-02,3866.3383,2613.165,2737.8074963036624,3257.015817991482,2814.3897522860007,3260.453435616503,3965.9707379363895,3105.866857045542
